State,Cases Cum,Cases Change,Vax Cum,Vax Change,Y19 pop: ages 0-17,Y20: ages 0-17,Y21: ages 0-17,Y19 pop: ages 18-29,Y20: ages 18-29,Y21: ages 18-29,Y19 pop: ages 30-39,Y20: ages 30-39,Y21: ages 30-39,Y19 pop: ages 40-49,Y20: ages 40-49,Y21: ages 40-49,Y19 pop: ages 50-64,Y20: ages 50-64,Y21: ages 50-64,Y19 pop: ages 65-74,Y20: ages 65-74,Y21: ages 65-74,Y19 pop: ages 75-84,Y20: ages 75-84,Y21: ages 75-84,Y19 pop: ages 85-plus,Y20: ages 85-plus,Y21: ages 85-plus
ID,163165,22088,124377.00,108579.00,448201,NaN,NaN,284181,14,19,231897,NaN,NaN,211310,NaN,NaN,317270,163,164,175866,229,240,85030,279,293,29774,355,336
IL,1128613,165224,1054814.00,890341.00,2817739,NaN,NaN,2034826,NaN,NaN,1705429,187,206,1585079,261,311,2457804,1324,1331,1176033,1573,1916,600230,1898,2031,266969,2658,2693
IN,628988,110990,607185.00,521434.00,1567974,NaN,NaN,1123556,NaN,NaN,852163,NaN,NaN,814906,196,222,1285037,900,960,636737,1020,1186,317937,1272,1253,131069,1505,1409
KS,276668,48923,226895.00,211116.00,700250,NaN,NaN,476935,NaN,NaN,371605,NaN,NaN,331246,NaN,NaN,535053,354,352,272236,393,451,137573,485,521,65678,642,670
KY,375186,94410,415545.00,359047.00,1002871,46,28,713788,65,81,553681,NaN,NaN,549093,183,203,880890,743,807,447876,765,937,220820,863,1014,81868,891,968
LA,401591,86316,463179.00,416492.00,1087630,NaN,NaN,745828,NaN,NaN,632970,102,139,542194,157,180,883222,613,738,442534,747,946,216431,766,929,82057,825,867
MA,526423,151245,608947.00,520871.00,1352799,33,24,1193244,NaN,NaN,932753,NaN,NaN,831850,140,170,1407593,618,705,673305,788,942,336504,1107,1125,159523,1598,1642
MD,356541,73370,528301.00,470673.00,1334687,NaN,NaN,924743,88,70,815155,NaN,NaN,749963,NaN,NaN,1226685,606,734,561582,732,934,278421,898,1056,119393,1137,1331
ME,39959,14716,145786.00,118681.00,248842,14,NaN,187477,17,19,160399,NaN,NaN,157945,NaN,NaN,302917,182,161,169079,230,217,82386,259,254,33800,385,339
MI,655301,63562,1005544.00,921996.00,2143933,NaN,NaN,1642153,NaN,NaN,1211485,133,169,1178655,214,230,2041521,1129,1170,1037580,1377,1521,514685,1665,1744,213136,2279,2203
MN,462528,47226,546330.00,472105.00,1303157,NaN,NaN,876402,NaN,NaN,771660,NaN,NaN,665072,NaN,NaN,1100821,498,472,531059,636,624,266713,844,854,122610,1251,1148
MO,528477,77676,462202.00,383155.00,1370506,NaN,NaN,974452,NaN,NaN,792965,NaN,NaN,718659,215,251,1199938,861,901,610165,1074,1151,318341,1204,1319,133531,1432,1429
MS,279123,55370,238859.00,219189.00,698580,NaN,NaN,482199,NaN,NaN,371831,NaN,NaN,356990,115,118,565800,452,639,288955,497,729,145440,630,706,52298,569,612
MT,94070,12515,106145.00,85251.00,228588,NaN,NaN,167165,14,15,134453,NaN,NaN,119209,NaN,NaN,209365,124,123,124631,172,149,58951,196,212,22855,236,212
NC,784163,201526,975743.00,876796.00,2300691,NaN,NaN,1658593,NaN,NaN,1321108,203,227,1322397,297,381,2036727,1271,1512,1046508,1593,1988,515192,1910,2309,189394,2136,2338
ND,97798,4907,99481.00,80215.00,180170,NaN,NaN,138345,18,NaN,103251,NaN,NaN,79951,NaN,NaN,133325,83,74,66664,99,91,34368,125,107,18813,179,157
NE,191080,23246,180917.00,153430.00,476074,NaN,NaN,315685,NaN,NaN,253372,NaN,NaN,220941,NaN,NaN,349273,173,158,178908,229,237,90492,303,304,43058,443,398
NH,66058,22030,130515.00,104951.00,255253,NaN,NaN,210573,18,11,166319,20,23,161091,NaN,NaN,311306,132,127,152669,188,192,70954,230,240,30241,308,314
NJ,700346,166759,810293.00,718114.00,1938566,46,44,1328189,68,78,1149837,126,162,1141316,162,231,1839353,639,990,832866,847,1212,439565,1157,1468,203104,1896,1985
NM,174550,30408,275224.00,238918.00,475838,NaN,NaN,334664,NaN,NaN,270263,NaN,NaN,235720,NaN,NaN,391083,255,302,224483,284,361,111714,342,364,41409,415,404
NV,279146,52100,248754.00,219360.00,692639,17,26,473875,NaN,NaN,434843,NaN,NaN,394562,NaN,NaN,577438,362,435,303363,474,564,147793,509,671,44816,493,510
NY,1437135,429271,1927665.00,1699166.00,4028289,NaN,NaN,3212532,NaN,NaN,2666603,190,242,2353293,225,316,3871754,1182,1678,1859922,1386,2284,976223,1914,2886,460001,3389,4055
OH,899079,198699,1004624.00,885160.00,2578019,NaN,NaN,1858594,NaN,NaN,1473504,236,262,1385682,328,384,2338222,1558,1781,1189243,1890,2286,600805,2271,2636,256272,2920,3123
OK,410093,81067,443581.00,391054.00,952187,NaN,NaN,648315,NaN,NaN,523317,NaN,NaN,461950,117,157,716628,555,684,368050,633,807,192919,748,881,74163,742,820
OR,143373,29464,423627.00,384924.00,866562,NaN,NaN,666600,NaN,NaN,596238,NaN,NaN,532578,NaN,NaN,787120,392,448,464598,602,618,216944,747,709,84538,903,968
PA,854301,197241,1134185.00,980183.00,2634613,NaN,NaN,2001847,NaN,NaN,1636740,222,282,1494173,384,406,2634952,1562,1814,1354093,1933,2259,707157,2411,2724,332112,3696,3799
PR,95179,12723,253439.00,210822.00,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,85,77,NaN,340,315,NaN,388,356,NaN,600,597,NaN,636,669
RI,116145,25546,94240.00,75411.00,204484,NaN,NaN,183358,NaN,13,137063,NaN,NaN,122312,NaN,NaN,220667,120,140,106159,122,154,53375,199,181,27512,329,342
SC,467144,143677,462751.00,411555.00,1110891,NaN,NaN,791400,NaN,NaN,640964,NaN,NaN,615851,146,201,1011097,728,862,570600,862,1118,275013,998,1344,91410,985,1178
SD,108315,9151,107685.00,81821.00,217101,10,13,138420,NaN,15,112891,NaN,NaN,95255,NaN,NaN,165658,90,97,89216,91,114,41670,136,144,20985,247,211
TN,735109,122947,627911.00,515575.00,1510050,NaN,NaN,1097639,NaN,NaN,882026,NaN,NaN,847903,274,321,1327566,1127,1253,681396,1175,1520,340228,1379,1578,121769,1355,1523
TX,2392443,619960,2496232.00,1972966.00,7399719,NaN,NaN,4914742,360,422,4138794,452,662,3719487,690,1001,4974261,2907,4372,2245028,3309,5131,1080742,3867,5429,408459,4174,5137
UT,347208,67486,323030.00,291758.00,931184,NaN,NaN,611382,NaN,NaN,449773,NaN,NaN,388390,NaN,NaN,454519,207,233,219466,264,289,107832,394,382,38574,443,481
VA,510380,151625,870820.00,780657.00,1860793,NaN,NaN,1342662,NaN,NaN,1132257,NaN,NaN,1061185,NaN,NaN,1664441,939,1077,802291,1020,1412,402130,1390,1721,154485,1697,1967
VT,11180,4051,72428.00,57629.00,114005,NaN,NaN,103668,NaN,NaN,73235,10,11,71440,15,16,136030,NaN,NaN,75206,NaN,NaN,35396,97,122,14437,171,181
WA,313551,62921,720603.00,647306.00,1663059,NaN,NaN,1219606,NaN,NaN,1114022,NaN,NaN,941020,146,167,1415269,616,699,735524,832,842,339621,981,1055,134578,1242,1329
WI,592921,70398,513385.00,451729.00,1266596,NaN,NaN,924730,NaN,NaN,733793,NaN,NaN,681982,136,128,1195088,645,605,594748,803,795,294186,993,1047,128309,1417,1304
WV,121425,33605,260325.00,207182.00,359567,NaN,NaN,265435,NaN,NaN,208129,NaN,NaN,221282,NaN,NaN,369752,311,326,217323,380,503,109552,444,476,40136,466,483
WY,52057,7648,58721.00,51865.00,133734,NaN,NaN,88604,NaN,10,77322,15,14,66723,NaN,NaN,110103,NaN,NaN,60590,69,77,27598,NaN,NaN,10991,94,101
