State,Cases Cum,Cases Change,Vax Cum,Vax Change,Y19 pop: ages 0-17,Y20: ages 0-17,Y21: ages 0-17,Y19 pop: ages 18-29,Y20: ages 18-29,Y21: ages 18-29,Y19 pop: ages 30-39,Y20: ages 30-39,Y21: ages 30-39,Y19 pop: ages 40-49,Y20: ages 40-49,Y21: ages 40-49,Y19 pop: ages 50-64,Y20: ages 50-64,Y21: ages 50-64,Y19 pop: ages 65-74,Y20: ages 65-74,Y21: ages 65-74,Y19 pop: ages 75-84,Y20: ages 75-84,Y21: ages 75-84,Y19 pop: ages 85-plus,Y20: ages 85-plus,Y21: ages 85-plus
OK,410093,81067,443581.00,391054.00,952187,47,47,648315,55,58,523317,84,94,461950,132,172,716628,639,768,368050,729,903,192919,856,989,74163,844,922
OR,143373,29464,423627.00,384924.00,866562,17,22,666600,42,59,596238,55,66,532578,95,122,787120,432,488,464598,657,673,216944,805,767,84538,972,1037
PA,854301,197241,1134185.00,980183.00,2634613,85,83,2001847,170,174,1636740,232,292,1494173,402,424,2634952,1684,1936,1354093,2133,2459,707157,2710,3023,332112,4046,4149
PR,95179,12723,253439.00,210822.00,NaN,12,16,NaN,50,53,NaN,48,55,NaN,99,91,NaN,385,360,NaN,474,442,NaN,720,717,NaN,765,798
RI,116145,25546,94240.00,75411.00,204484,NaN,NaN,183358,NaN,13,137063,19,23,122312,24,33,220667,131,151,106159,133,165,53375,223,205,27512,358,371
SC,467144,143677,462751.00,411555.00,1110891,48,40,791400,95,92,640964,116,123,615851,157,212,1011097,792,926,570600,945,1201,275013,1080,1426,91410,1080,1273
SD,108315,9151,107685.00,81821.00,217101,10,13,138420,NaN,15,112891,14,15,95255,25,30,165658,107,114,89216,108,131,41670,155,163,20985,267,231
TN,735109,122947,627911.00,515575.00,1510050,93,98,1097639,129,143,882026,182,233,847903,292,339,1327566,1238,1364,681396,1328,1673,340228,1537,1736,121769,1498,1666
TX,2392443,619960,2496232.00,1972966.00,7399719,283,289,4914742,381,443,4138794,469,679,3719487,754,1065,4974261,3212,4677,2245028,3666,5488,1080742,4284,5846,408459,4580,5543
UT,347208,67486,323030.00,291758.00,931184,36,28,611382,34,49,449773,48,50,388390,80,84,454519,226,252,219466,295,320,107832,439,427,38574,485,523
VA,510380,151625,870820.00,780657.00,1860793,61,57,1342662,80,117,1132257,148,140,1061185,204,272,1664441,1020,1158,802291,1135,1527,402130,1494,1825,154485,1827,2097
VT,11180,4051,72428.00,57629.00,114005,NaN,0,103668,NaN,NaN,73235,10,11,71440,15,16,136030,71,71,75206,84,108,35396,125,150,14437,193,203
WA,313551,62921,720603.00,647306.00,1663059,54,54,1219606,86,73,1114022,106,129,941020,158,179,1415269,719,802,735524,994,1004,339621,1179,1253,134578,1488,1575
WI,592921,70398,513385.00,451729.00,1266596,51,46,924730,69,79,733793,106,95,681982,152,144,1195088,704,664,594748,882,874,294186,1106,1160,128309,1579,1466
WV,121425,33605,260325.00,207182.00,359567,17,14,265435,29,27,208129,54,73,221282,85,103,369752,342,357,217323,420,543,109552,494,526,40136,508,525
WY,52057,7648,58721.00,51865.00,133734,NaN,NaN,88604,NaN,10,77322,15,14,66723,17,15,110103,60,71,60590,81,89,27598,94,106,10991,105,112
